,EntryID,Reaction,ECNumber,UniProtKB_AC,Tissue,Organism,Temperature,pH,Buffer,CellularLocation,Enzyme Variant,Enzymename,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
20,6972,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,erythrocyte,Homo sapiens,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
21,6975,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,erythrocyte,Homo sapiens,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
22,6978,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
23,6979,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
24,6980,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
25,6981,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
26,6982,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
27,6983,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
28,6984,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
29,6985,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
30,6986,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
31,7104,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,Q3SZJ0,liver,Bos taurus,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
32,7111,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058;P24058,lens,Anas platyrhynchos,40.0,-, , , , , , , , , , , , , , , , , , , , , , , 
33,7112,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058;P24057,lens,Anas platyrhynchos,40.0,-, , , , , , , , , , , , , , , , , , , , , , , 
34,7113,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058;P24058,lens,Anas platyrhynchos,40.0,-, , , , , , , , , , , , , , , , , , , , , , , 
35,7114,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,40.0,-, , , , , , , , , , , , , , , , , , , , , , , 
36,7534,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,5.5, , , , , , , , , , , , , , , , , , , , , , , 
37,7535,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,5.5, , , , , , , , , , , , , , , , , , , , , , , 
38,8746,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P22675,-,Chlamydomonas reinhardtii,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
39,8747,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P22675,-,Chlamydomonas reinhardtii,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
40,8748,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P22675,-,Chlamydomonas reinhardtii,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
41,8749,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P22675,-,Chlamydomonas reinhardtii,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
42,8750,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P22675,-,Chlamydomonas reinhardtii,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
43,20160,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,liver,Homo sapiens,-,-, , , , , , , , , , , , , , , , , , , , , , , 
44,20167,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,liver,Homo sapiens,-,-, , , , , , , , , , , , , , , , , , , , , , , 
45,25385,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,liver,Homo sapiens,37.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
46,25386,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,liver,Homo sapiens,37.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
47,25387,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P04424,liver,Homo sapiens,37.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
48,45436,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
49,45437,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
50,45438,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
51,45439,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
52,45440,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
53,45441,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
54,45442,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
55,45443,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
56,45444,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
57,45445,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
58,45446,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
59,45447,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
60,45448,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
61,45449,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
62,45450,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
63,45451,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,-,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
64,45452,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
65,45453,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
66,45454,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24057;P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
67,49859,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
68,49860,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
69,49861,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
70,49862,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
71,49863,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
72,49864,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
73,49865,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
74,49866,N(omega)-(L-Arginino)succinate = L-Arginine + Fumarate,4.3.2.1,P24058,lens,Anas platyrhynchos,25.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
0,44,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
1,45,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
2,46,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
3,47,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
4,48,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
5,49,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
6,50,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,22.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
7,36427,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
8,36428,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
9,36430,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
10,36431,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
11,36432,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
12,36433,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
13,36434,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
14,36435,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
15,36436,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
16,36437,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
17,36438,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,37.0,8.5, , , , , , , , , , , , , , , , , , , , , , , 
18,42090,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P0A4X6,-,Mycobacterium tuberculosis,37.0,8.6, , , , , , , , , , , , , , , , , , , , , , , 
19,42091,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P0A4X6,-,Mycobacterium tuberculosis,37.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
20,42092,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P0A4X6,-,Mycobacterium tuberculosis,37.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
21,46210,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,-,-, , , , , , , , , , , , , , , , , , , , , , , 
22,46211,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,-,-, , , , , , , , , , , , , , , , , , , , , , , 
23,48626,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
24,48627,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
25,48628,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
26,48629,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
27,48630,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
28,48631,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
29,48632,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate = 7,8-Diaminononanoate + S-Adenosyl-4-methylthio-2-oxobutanoate",2.6.1.62,P12995,-,Escherichia coli,25.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
0,60354,AMP + GTP = ADP + GDP,2.7.4.8,P93757,-,Arabidopsis thaliana,25.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
1,73107,AMP + GTP = ADP + GDP,2.7.4.10,P27144,-,Homo sapiens,37.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
0,63987,H2O + 3-Cyano-L-alanine = NH3 + L-Aspartate,3.5.5.4,Q5QGZ8,cotyledon,Lupinus angustifolius,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
1,63988,H2O + 3-Cyano-L-alanine = NH3 + L-Aspartate,3.5.5.4,Q3LRV4,cotyledon,Lupinus angustifolius,30.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
0,7989,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
1,7990,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
2,7991,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
3,7992,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
4,7993,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
5,7994,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
6,7995,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
7,7996,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26, ,-,Elizabethkingia meningoseptica,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
8,13083,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
9,13084,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P00805,-,Escherichia coli,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
10,34587,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
11,34598,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,4.5, , , , , , , , , , , , , , , , , , , , , , , 
12,34599,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,4.9, , , , , , , , , , , , , , , , , , , , , , , 
13,34600,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,5.2, , , , , , , , , , , , , , , , , , , , , , , 
14,34601,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,5.4, , , , , , , , , , , , , , , , , , , , , , , 
15,34602,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,5.7, , , , , , , , , , , , , , , , , , , , , , , 
16,34603,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,6.1, , , , , , , , , , , , , , , , , , , , , , , 
17,34604,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,6.4, , , , , , , , , , , , , , , , , , , , , , , 
18,34605,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
19,34606,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
20,34607,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
21,34608,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,7.8, , , , , , , , , , , , , , , , , , , , , , , 
22,34616,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,29.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
23,35854,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P38986,-,Saccharomyces cerevisiae,35.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
24,35855,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,35.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
25,35858,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P11163,-,Saccharomyces cerevisiae,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
26,35866,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P38986,-,Saccharomyces cerevisiae,35.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
27,43770,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.38,P10172,-,Acinetobacter glutaminasificans,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
28,44586,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.38,P10172,-,Acinetobacter glutaminasificans,37.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
29,47787,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.26,P20933,placenta,Homo sapiens,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
30,47861,L-Asparagine + H2O = NH3 + L-Aspartate,3.4.19.5,P37595,-,Escherichia coli,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
31,47862,L-Asparagine + H2O = NH3 + L-Aspartate,3.4.19.5,Q9ZSD6,root,Lupinus luteus,22.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
32,49668,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P74383,-,Synechocystis sp.,35.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
33,49669,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,Q8YQB1,-,Nostoc sp.,35.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
34,49670,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,P00805,-,Escherichia coli,35.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
35,54676,L-Asparagine + H2O = NH3 + L-Aspartate,3.5.1.1,Q8GXG1,-,Arabidopsis thaliana,24.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
36,54678,L-Asparagine + H2O = NH3 + L-Aspartate,3.4.19.5,P50287,-,Arabidopsis thaliana,24.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
0,60381,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
1,60382,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
2,60383,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
3,60384,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
4,60385,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
5,60386,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
6,60387,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
7,60388,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
8,60389,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,P0C7I4,-,Escherichia coli,42.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
9,68556,L-Aspartate = CO2 + beta-Alanine,4.1.1.11,Q6ZQY3,liver,Homo sapiens,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
0,4161,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,SF-9 cell,Spodoptera frugiperda,32.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
1,4162,"ATP = 3',5'-Cyclic AMP + Diphosphate",4.6.1.1, ,SF-9 cell,Spodoptera frugiperda,32.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
